id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
232;24/01/2025 09:24;10;en;836069348;24/01/2025 09:18;24/01/2025 09:24;Y;4;2;1;4;2;1;3;1;4;3;4;1;1;1;2;4;3;1;4;1;read;4  2  1  4  2  1  3  1  4  3  4  1  1  1  2  4  3  1  4  1;read;read;;;AO04;;;AO05;;AO01;;;;AO05;AO02;;;;AO04;;AO05;;;AO05;;;;;;;;;AO02;;;;;;;;;;AO03;;;AO01;;;;;;AO04;;AO04;;;AO02;;;;;AO05;;AO05;;;;AO03;;;AO02;AO04;AO03;AO04;Y;Y;;Y;366.61;91.91;;;;67.69;;;49.92;;46.93;;34.13;;8.09;;19.03;;18.29;;19.54;;;11.08;
233;24/01/2025 09:26;10;en;1426042576;24/01/2025 09:18;24/01/2025 09:26;Y;1;2;1;4;3;4;4;1;4;3;4;3;4;4;2;3;3;2;1;4;read;1  2  1  4  3  4  4  1  4  3  4  3  4  4  2  3  3  2  1  4;read;read;AO04;;AO04;;;;;AO04;;;;;;;;;;;AO05;;;;;;;;;;;;AO02;;;AO04;;;;;AO04;;;;;AO04;;;;;AO02;AO02;;;;;AO03;;AO04;AO02;;AO04;;AO04;AO05;AO03;;;;;AO02;AO02;AO04;AO05;Y;;;Y;474.72;22.13;;;;226.5;;;83.89;;35.16;;9.35;;21.27;;14.73;;34.9;;17.13;;;9.66;
234;24/01/2025 09:25;10;en;1010380652;24/01/2025 09:18;24/01/2025 09:25;Y;1;4;1;2;3;1;2;4;4;3;2;4;1;2;3;1;2;3;4;4;read;1  4  1  2  3  1  2  4  4  3  2  4  1  2  3  1  2  3  4  4;read;read;AO04;;AO02;;;AO03;;;;;;AO04;;;AO02;;;;;;AO03;;;AO04;;;;AO05;;AO02;;;AO01;;;;;;AO04;;;;;AO05;;;;AO01;;;AO02;;AO04;;;;;;AO05;AO05;;;;;;;;;AO02;AO03;AO03;AO04;Y;;;Y;459.25;16.74;;;;117.47;;;83.8;;67.92;;33.24;;67.69;;16.56;;12.88;;26.58;;;16.37;
235;24/01/2025 09:22;10;en;199247809;24/01/2025 09:18;24/01/2025 09:22;Y;1;2;1;1;2;4;1;4;2;1;4;3;4;3;4;1;2;3;4;3;read;1  2  1  1  2  4  1  4  2  1  4  3  4  3  4  1  2  3  4  3;read;read;AO02;;AO02;AO03;;;AO02;;;AO04;;;;;AO02;;;;AO04;;;AO03;;;;AO03;;;;;;;AO02;;;;;;;;;;;;;;AO02;;;;AO03;;;;;;AO03;;AO04;;;AO04;AO04;;AO03;;;;AO03;AO02;AO03;AO03;Y;;;Y;240.08;19.07;;;;29.69;;;33.08;;24.21;;41.53;;25.86;;9.7;;28.3;;17.27;;;11.37;
236;24/01/2025 09:24;10;en;1962896615;24/01/2025 09:18;24/01/2025 09:24;Y;3;4;4;4;4;2;3;2;4;1;3;2;2;1;2;2;3;4;2;2;read;3  4  4  4  4  2  3  2  4  1  3  2  2  1  2  2  3  4  2  2;read;read;;;;;;;;;;AO02;;;AO03;;;;;;;;;;AO04;;AO04;;;;AO03;;AO03;AO02;;;AO02;;;;;;AO03;;;;AO04;;;;;AO04;;;AO03;AO03;AO03;AO04;;;;AO04;;;;;;;;AO02;AO03;AO05;AO03;AO04;Y;;;Y;341.72;14;;;;62.61;;;40;;45.17;;15.58;;29.31;;32.01;;57.27;;32.6;;;13.17;
240;24/01/2025 09:23;10;en;2065829196;24/01/2025 09:19;24/01/2025 09:23;Y;4;2;1;2;1;4;3;3;3;1;3;2;4;4;2;4;1;2;1;4;read;4  2  1  2  1  4  3  3  3  1  3  2  4  4  2  4  1  2  1  4;read;read;;;AO05;;AO04;;;;;AO05;;;;;;AO02;;;AO04;;AO04;;;;;;;;;;AO01;;;AO02;;;;;;;AO04;AO05;AO05;;AO05;;;;;;;AO03;;;;;AO03;;;;;;AO04;AO04;;AO04;;;AO01;AO05;AO03;AO04;Y;Y;;Y;249.02;11.51;;;;52.65;;;43.24;;17.09;;11.23;;35.59;;13.58;;31.31;;19.04;;;13.78;
241;24/01/2025 09:23;10;en;802831843;24/01/2025 09:19;24/01/2025 09:23;;4;1;3;4;3;3;3;3;3;4;4;2;1;3;4;4;2;4;4;1;read;4  1  3  4  3  3  3  3  3  4  4  2  1  3  4  4  2  4  4  1;read;read;;AO04;;;;;;;;;;AO03;;;;;;;;;;;;;;;;;;;;;AO02;;;;AO04;;AO04;AO04;AO03;AO04;AO03;;;;AO04;;;;;AO04;;;AO04;;;;;;AO04;AO04;;;AO03;AO03;;AO01;AO04;AO04;AO04;AO05;Y;Y;;Y;250.34;4.2;;;;54.07;;;40.45;;20.12;;14.47;;7.02;;31.67;;36.19;;23.41;;;18.74;
243;24/01/2025 09:26;10;en;1357965355;24/01/2025 09:19;24/01/2025 09:26;Y;1;1;4;3;2;2;3;3;2;2;2;4;1;4;2;3;4;3;4;1;read;1  1  4  3  2  2  3  3  2  2  2  4  1  4  2  3  4  3  4  1;read;read;AO04;AO04;;;;;;;;;;AO03;;;;;;;;;;AO04;AO03;;;AO04;AO05;AO05;;;AO02;;;;;;;AO04;;;AO03;AO04;;;;;;;AO03;;AO02;;;AO04;;;;;;;;;;AO02;;;AO02;;AO02;AO03;AO02;AO03;Y;;;Y;441.68;8.31;;;;82.85;;;85.92;;63.08;;24.01;;38.57;;34.28;;38.87;;44.72;;;21.07;
244;24/01/2025 09:33;10;en;1532239745;24/01/2025 09:19;24/01/2025 09:33;Y;3;2;4;1;2;4;4;1;4;4;2;4;2;2;1;2;4;4;1;4;read;3  2  4  1  2  4  4  1  4  4  2  4  2  2  1  2  4  4  1  4;read;read;;;;AO02;;;;AO04;;;;;;AO02;;;;;AO05;;;AO05;;;;;;AO05;AO05;AO04;;AO02;;;AO03;;;;;;;;;;;;;;;;;;;AO04;;;AO03;AO03;;AO05;AO05;;;;;;AO04;AO02;AO02;AO04;AO03;AO04;Y;Y;;Y;847.04;17.83;;;;497.59;;;19.81;;14.01;;63.59;;75.52;;9.45;;29.35;;67.19;;;52.7;
245;24/01/2025 09:25;10;en;580096257;24/01/2025 09:19;24/01/2025 09:25;Y;3;1;4;1;4;1;4;3;3;3;1;3;3;2;2;2;4;3;4;3;read;3  1  4  1  4  1  4  3  3  3  1  3  3  2  2  2  4  3  4  3;read;read;;AO05;;AO05;;AO05;;;;;AO05;;;;;;;;;;;;;;;;;;;AO01;AO05;AO01;;;AO01;;;;;;;AO05;AO05;AO05;;AO05;;;;;AO05;;;AO01;;AO05;;AO01;;;;;;;;;AO01;;AO01;AO03;AO05;AO05;Y;Y;;Y;386.77;8.24;;;;81.36;;;58.67;;41.31;;34.54;;18.83;;50.65;;36.39;;30.11;;;26.67;
246;24/01/2025 09:26;10;en;213956309;24/01/2025 09:19;24/01/2025 09:26;Y;3;2;3;1;2;1;3;1;3;4;4;3;2;4;4;1;2;2;3;4;read;3  2  3  1  2  1  3  1  3  4  4  3  2  4  4  1  2  2  3  4;read;read;;;;AO03;;AO03;;AO04;;;;;;;AO03;;;;AO04;;;AO02;;;;;;;AO03;;;;AO03;AO02;AO04;;AO04;;;;AO02;;AO04;;;;;;;;;;;;;;;;;;AO05;AO05;;AO03;AO04;;;;AO03;AO03;AO03;AO04;;;;Y;382.5;15.43;;;;86.71;;;95.75;;59.19;;23.07;;33;;15.75;;18.27;;20.02;;;15.31;
247;24/01/2025 09:24;10;en;1842266464;24/01/2025 09:20;24/01/2025 09:24;Y;4;1;1;2;4;4;4;1;4;4;4;3;4;3;2;1;4;4;4;4;read;4  1  1  2  4  4  4  1  4  4  4  3  4  3  2  1  4  4  4  4;read;read;;AO04;AO04;;;;;AO05;;;;;;;AO04;;;;;;AO02;;;;;;;;;;AO04;;;;;;;;;;;;;;;;AO04;;;;;AO04;;;;AO04;AO05;AO03;;AO04;AO03;AO05;AO03;;;;AO04;AO05;AO04;AO02;AO01;AO03;Y;Y;;Y;280.17;18.33;;;;40.41;;;35.24;;38.96;;32.33;;20.04;;9.51;;46.91;;26.81;;;11.63;
248;24/01/2025 09:28;10;en;1426927687;24/01/2025 09:20;24/01/2025 09:28;Y;2;4;2;4;2;1;4;2;3;3;1;2;4;3;1;3;3;4;4;1;read;2  4  2  4  2  1  4  2  3  3  1  2  4  3  1  3  3  4  4  1;read;read;;;;;;AO03;;;;;AO05;;;AO02;;;;AO05;;AO04;;AO02;;;AO05;;;;;;;;;;;;;;;;;;AO05;AO05;;;AO05;;AO02;AO01;;;AO05;;AO05;;;AO03;;;;;AO05;;;;;AO01;AO01;AO05;AO02;AO04;Y;;;Y;478.03;29.81;;;;93.75;;;96.82;;66.49;;20.25;;25.71;;28.32;;50.78;;26.63;;;39.47;
249;24/01/2025 09:22;10;en;1935054328;24/01/2025 09:20;24/01/2025 09:22;Y;3;1;1;4;4;2;2;4;4;4;3;2;3;2;1;4;2;4;4;4;read;3  1  1  4  4  2  2  4  4  4  3  2  3  2  1  4  2  4  4  4;read;read;;AO03;AO02;;;;;;;;;;;AO05;;;;;;;;;AO05;AO04;;;;;;AO04;;;AO04;;AO02;;;;;;;;;;AO04;AO03;;;;;;;;;AO02;AO02;;;AO05;AO03;AO03;;;;;AO04;;AO03;AO05;AO03;AO02;AO03;Y;Y;Y;Y;113.59;5.48;;;;6.02;;;7.25;;5.38;;9.15;;13.05;;11.62;;27.7;;17.23;;;10.71;
250;24/01/2025 09:29;10;en;1087860276;24/01/2025 09:20;24/01/2025 09:29;Y;4;1;3;4;1;1;2;2;2;3;3;3;3;1;3;3;2;4;2;4;read;4  1  3  4  1  1  2  2  2  3  3  3  3  1  3  3  2  4  2  4;read;read;;AO05;;;AO04;AO02;;;;;;;AO01;;;;;;;;;;;AO04;AO05;AO05;;;;;;;AO03;;;;AO05;;;;;;;AO05;AO05;AO05;;AO05;AO03;;;AO03;;;AO05;;;;;;;;;;;;;AO01;AO01;AO03;AO03;AO05;Y;Y;;Y;545.71;28.98;;;;152.87;;;106.93;;56.61;;29.81;;36.5;;55.93;;23.07;;33.4;;;21.61;
251;24/01/2025 09:29;10;en;311617668;24/01/2025 09:20;24/01/2025 09:29;Y;3;4;2;2;4;2;3;4;4;1;4;1;3;2;1;2;4;2;3;3;read;3  4  2  2  4  2  3  4  4  1  4  1  3  2  1  2  4  2  3  3;read;read;;;;;;;;;;AO05;;;;AO01;;;;;;AO05;AO05;;AO04;;;;;;;AO03;;AO02;;AO01;AO04;;;;;;AO03;;;;;AO05;;;;;;;AO05;;;AO04;;;AO04;AO05;;AO05;;;;;AO01;;AO01;AO03;AO03;AO04;Y;Y;;Y;527.52;17.79;;;;154.23;;;76.88;;51.97;;40.03;;68.42;;24.21;;32.65;;31.45;;;29.89;
252;24/01/2025 09:25;10;en;332435244;24/01/2025 09:20;24/01/2025 09:25;Y;2;1;3;2;1;1;2;2;2;2;4;4;1;4;3;2;2;4;1;1;read;2  1  3  2  1  1  2  2  2  2  4  4  1  4  3  2  2  4  1  1;read;read;;AO05;;;AO05;AO05;;;;;;AO05;;;;;;AO04;;;AO05;;;AO04;AO04;AO04;AO05;;;;;AO01;AO01;;;;AO05;;;;;;;;;;;AO03;;;;;;;;;;;;;;AO05;;AO03;;;;AO01;AO01;AO04;AO03;AO05;Y;Y;;Y;305.25;10.13;;;;55.48;;;56.98;;44.8;;24.21;;42.41;;12.92;;22.41;;22.07;;;13.84;
253;24/01/2025 09:28;10;en;71170197;24/01/2025 09:20;24/01/2025 09:28;Y;2;4;1;1;4;2;3;1;4;2;1;2;3;1;3;2;2;2;4;4;read;2  4  1  1  4  2  3  1  4  2  1  2  3  1  3  2  2  2  4  4;read;read;;;AO04;AO02;;;;AO03;;;AO04;;AO02;;;;;AO03;;;;;AO02;;;;AO03;;;;;AO03;AO02;AO04;;;;;;;AO04;;;;;AO03;;AO03;;;;;AO03;;;AO03;;;;AO04;;;;;;;;;AO02;AO04;AO03;AO03;Y;;;Y;471.01;8.43;;;;36.54;;;24.26;;35.11;;54.68;;24.13;;134.1;;110.27;;34.41;;;9.08;
254;24/01/2025 09:26;10;en;1243216370;24/01/2025 09:20;24/01/2025 09:26;Y;4;4;1;1;3;4;1;1;2;4;1;4;4;1;4;4;3;1;4;3;read;4  4  1  1  3  4  1  1  2  4  1  4  4  1  4  4  3  1  4  3;read;read;;;AO04;AO02;;;AO04;AO05;;;AO05;;AO03;;;;AO02;;;;;;;;;AO04;;;;;;;;;;;;;AO03;;;;;;;;;;;AO02;;AO03;AO04;;;;AO04;;;;AO05;;AO05;;AO04;AO01;;;AO01;AO03;AO04;AO05;Y;Y;;Y;327.34;10.67;;;;68.58;;;56.23;;39.59;;51.64;;8.7;;16.04;;43.54;;21.09;;;11.26;
255;24/01/2025 09:27;10;en;1041007778;24/01/2025 09:20;24/01/2025 09:27;Y;4;3;4;3;2;1;2;3;2;4;2;1;3;4;3;2;4;2;1;2;read;4  3  4  3  2  1  2  3  2  4  2  1  3  4  3  2  4  2  1  2;read;read;;;;;;AO05;;;;;;;;;;;;;;;;AO04;;AO04;;AO05;;AO05;;;;AO02;;AO01;;AO05;;AO04;;;;AO05;;;;AO04;;AO02;;;;AO03;;AO03;;;;;;;AO04;;;AO01;;;AO01;;AO01;AO02;AO01;AO05;Y;;;;389.15;25.47;;;;69.67;;;74.58;;97.39;;5.1;;31.1;;26.99;;18.96;;25.44;;;14.45;
256;24/01/2025 09:28;10;en;1749327361;24/01/2025 09:21;24/01/2025 09:28;Y;1;2;3;1;3;1;1;4;2;1;3;1;3;2;1;4;4;1;1;3;read;1  2  3  1  3  1  1  4  2  1  3  1  3  2  1  4  4  1  1  3;read;read;AO04;;;AO03;;AO05;AO03;;;AO04;;;;AO03;;;AO02;;AO05;;;;;;;AO03;;;;AO05;;;;;;;AO05;;AO03;;;;;;AO05;AO03;;;;;;;;;;;;;AO04;;;;;;;AO01;AO01;;AO02;AO04;AO04;AO03;Y;Y;;Y;442.26;22.49;;;;94.36;;;95.06;;71.09;;67.65;;15.51;;19.17;;17.46;;23.42;;;16.05;
257;24/01/2025 09:27;10;en;1557004337;24/01/2025 09:21;24/01/2025 09:27;Y;4;2;4;1;4;4;2;1;3;2;1;4;2;4;4;3;4;3;3;3;read;4  2  4  1  4  4  2  1  3  2  1  4  2  4  4  3  4  3  3  3;read;read;;;;AO04;;;;AO05;;;AO05;;;;;;;;AO05;;;;;AO03;;;AO04;;AO04;;;;;;;;;;;;;;AO05;;;;;;AO02;;AO03;AO04;;AO04;;AO04;AO04;;;;;;;AO04;AO03;;AO02;;AO01;AO04;AO02;AO04;Y;Y;;Y;359.1;15.79;;;;85.3;;;77;;35.21;;22.52;;26.67;;22.99;;33.56;;20.86;;;19.2;
258;24/01/2025 09:33;10;en;1768173329;24/01/2025 09:21;24/01/2025 09:33;Y;1;1;4;2;4;2;1;4;1;1;1;3;2;1;4;4;3;4;4;2;read;1  1  4  2  4  2  1  4  1  1  1  3  2  1  4  4  3  4  4  2;read;read;AO04;AO05;;;;;AO03;;AO05;AO05;AO05;;AO02;;;;;;;;AO04;;AO05;;;;;;AO03;;;;;;;;;;;;;;;;;;;;;AO02;;;;AO04;;AO05;;;AO05;;;;;;AO01;AO02;;AO03;AO01;AO03;AO03;AO05;Y;;;Y;726.22;27.4;;;;247.29;;;139.28;;89.79;;74.75;;34.5;;14.31;;39.61;;29.8;;;29.49;
259;24/01/2025 09:29;10;en;480405060;24/01/2025 09:21;24/01/2025 09:29;Y;4;2;4;1;4;4;3;1;4;3;1;4;2;1;2;4;4;1;2;2;read;4  2  4  1  4  4  3  1  4  3  1  4  2  1  2  4  4  1  2  2;read;read;;;;AO05;;;;AO05;;;AO05;;AO05;;;;AO01;;AO05;;;;;;;;;;AO04;;AO05;;;;;;;;;;AO03;;;AO04;;;;;;;;AO03;;AO03;;AO03;AO03;;;AO04;;;;;;AO04;AO04;;AO01;AO05;AO02;AO04;Y;;;Y;473.5;24.4;;;;84.35;;;113.93;;84.98;;37.89;;27.32;;16.63;;45.34;;19.82;;;18.84;
260;24/01/2025 09:31;10;en;1877827980;24/01/2025 09:21;24/01/2025 09:31;Y;4;2;1;1;2;1;4;4;4;1;3;2;2;3;3;3;1;3;4;1;read;4  2  1  1  2  1  4  4  4  1  3  2  2  3  3  3  1  3  4  1;read;read;;;AO05;AO04;;AO03;;;;AO05;;;;;;AO03;;;AO03;;;AO03;;;;;;;AO03;;;;;;;;;;;;;;;;AO05;;AO03;AO02;AO03;;AO03;AO03;;;;;;AO03;AO04;AO04;;;;;;;;;AO03;AO04;AO03;AO04;Y;Y;;Y;597.69;23.39;;;;144.13;;;107.61;;106.15;;46.91;;21.8;;48.92;;34.65;;41.02;;;23.11;
261;24/01/2025 09:30;10;en;1571691550;24/01/2025 09:21;24/01/2025 09:30;Y;2;4;3;2;2;4;4;2;4;3;4;2;2;2;4;1;3;1;4;1;read;2  4  3  2  2  4  4  2  4  3  4  2  2  2  4  1  3  1  4  1;read;read;;;;;;;;;;;;;;;AO01;;AO01;AO04;;;AO05;AO05;;;AO05;;;;AO05;AO04;;;;;;;AO05;;;;;;;AO05;;;;;;AO01;;;AO05;;;;AO05;AO04;;AO05;;AO05;;;AO02;;;;AO01;AO03;AO05;AO05;Y;Y;;Y;555.09;27.52;;;;121.78;;;100.88;;85.02;;28.17;;42.06;;28.49;;40.63;;49.76;;;30.78;
262;24/01/2025 09:30;10;en;1202221892;24/01/2025 09:21;24/01/2025 09:30;Y;1;4;4;4;1;4;1;1;3;4;4;1;2;1;3;3;3;4;2;4;read;1  4  4  4  1  4  1  1  3  4  4  1  2  1  3  3  3  4  2  4;read;read;AO03;;;;AO03;;AO03;AO04;;;;;AO03;;;;;;;;;;;;;;;;AO03;;;;;;;;;;;;;;AO03;;;;;AO04;AO03;AO04;;;AO03;AO03;AO04;;AO04;;;;AO03;AO04;;;;;;AO03;AO02;AO04;AO03;AO03;Y;Y;;Y;540.98;27.12;;;;88.45;;;89.59;;65.76;;43.02;;12.3;;85.91;;62.6;;43.46;;;22.77;
263;24/01/2025 09:31;10;en;1618072146;24/01/2025 09:22;24/01/2025 09:31;Y;2;3;3;1;4;1;2;4;3;2;1;3;2;2;4;4;2;2;3;2;read;2  3  3  1  4  1  2  4  3  2  1  3  2  2  4  4  2  2  3  2;read;read;;;;AO03;;AO04;;;;;AO05;;;;;;;AO02;;;;;;AO04;;;AO04;;AO05;AO02;;;AO01;AO01;;AO05;AO04;;;;;;AO02;;;;;;;;;;;;;AO02;;;AO05;;;;;;AO01;AO01;;;AO01;AO01;AO01;AO02;Y;;;Y;575.34;19.1;;;;129.21;;;135.76;;87.46;;29.68;;58.16;;11.65;;47.91;;33.81;;;22.6;
264;24/01/2025 09:31;10;en;1842909320;24/01/2025 09:22;24/01/2025 09:31;Y;1;2;1;4;4;1;1;4;3;3;1;3;4;3;4;4;4;4;2;3;read;1  2  1  4  4  1  1  4  3  3  1  3  4  3  4  4  4  4  2  3;read;read;AO03;;AO04;;;AO04;AO03;;;;AO04;;;;;;;;AO04;;;;;;;;;;;;;;;;;;;;;;;;AO05;AO05;;;AO02;;;;;;;;AO04;AO04;;;AO04;;;;AO04;;AO02;AO03;AO02;AO01;AO02;AO02;AO02;AO04;Y;;;Y;567.56;18.3;;;;132.87;;;171.49;;92;;23.12;;8.18;;31.14;;51.94;;22.12;;;16.4;
265;24/01/2025 09:36;10;en;1675766485;24/01/2025 09:22;24/01/2025 09:36;Y;4;4;1;1;3;1;1;4;3;1;1;1;4;3;4;4;1;4;3;3;read;4  4  1  1  3  1  1  4  3  1  1  1  4  3  4  4  1  4  3  3;read;read;;;AO05;AO04;;AO05;AO04;;;AO04;AO05;;;;;AO05;;;;;;;;;;;;;;;;;;;;;;;AO04;;;;AO05;;;;AO05;;;;;AO05;AO05;;;;;;AO05;;;;AO05;;AO04;AO04;;AO01;AO01;AO05;AO03;AO04;Y;Y;;Y;823.96;24.5;;;;146.1;;;245.2;;126.7;;56.33;;15.32;;56.28;;66.77;;46.98;;;39.78;
266;24/01/2025 09:36;10;en;769401470;24/01/2025 09:22;24/01/2025 09:36;Y;4;3;1;2;3;3;3;4;3;1;4;3;1;2;4;3;4;2;4;4;read;4  3  1  2  3  3  3  4  3  1  4  3  1  2  4  3  4  2  4  4;read;read;;;AO04;;;;;;;AO05;;AO05;;;;;;;;;AO01;;;;;;;;;AO01;;;;AO01;;AO05;;;AO04;AO05;AO04;;AO05;;;;;;AO03;;;AO05;;;;;;;AO04;;;AO05;;;AO01;;AO04;;AO01;AO03;AO04;AO04;Y;Y;;Y;827.25;30.88;;;;166.38;;;154.67;;119.39;;36.15;;95.37;;65.99;;65.98;;61.61;;;30.83;
267;24/01/2025 09:33;10;en;1716749256;24/01/2025 09:22;24/01/2025 09:33;Y;1;4;1;2;4;4;4;1;1;1;4;4;3;2;4;2;2;4;3;3;read;1  4  1  2  4  4  4  1  1  1  4  4  3  2  4  2  2  4  3  3;read;read;AO03;;AO02;;;;;AO05;AO04;AO04;;;;;;;;;;;AO02;;;;;;;;;AO02;;AO02;AO02;;;;;;;;;;;;;AO03;;;;;;;AO03;;;AO03;AO02;AO02;;;;AO04;;;AO02;;;AO02;AO02;AO02;AO02;AO01;Y;Y;;Y;654.27;16.68;;;;127.39;;;91.68;;61.14;;30.71;;83.03;;13.86;;61.3;;32.64;;;135.84;
268;24/01/2025 09:29;10;en;328426652;24/01/2025 09:22;24/01/2025 09:29;Y;1;2;1;2;1;1;2;1;1;1;4;1;2;4;1;4;3;2;3;4;read;1  2  1  2  1  1  2  1  1  1  4  1  2  4  1  4  3  2  3  4;read;read;AO03;;AO03;;AO03;AO02;;AO05;AO05;AO05;;;;AO04;;;;;AO04;;AO04;;;AO05;;;;;AO03;;;;;AO03;;;;;;;;;;;;;;;;AO04;;;;;;;;;;;;AO05;;AO02;;AO05;;;AO02;AO04;AO03;AO02;Y;Y;Y;Y;410.2;13.45;;;;82.04;;;38.12;;20.19;;85;;47.13;;19.76;;39.26;;43.92;;;21.33;
270;24/01/2025 09:30;10;en;1691885821;24/01/2025 09:23;24/01/2025 09:30;Y;4;3;4;4;3;2;3;2;1;1;3;3;1;4;1;3;3;3;4;2;read;4  3  4  4  3  2  3  2  1  1  3  3  1  4  1  3  3  3  4  2;read;read;;;;;;;;;AO05;AO05;;AO04;;AO03;;;;;;;;;AO05;;AO05;;;;;;;;;;;AO05;;;AO04;;AO04;;;;AO05;;;;AO01;AO01;AO01;AO04;;AO05;AO05;;;;;;;;;AO04;;;;;AO01;AO05;AO03;AO05;Y;;;Y;463.78;17.4;;;;93.1;;;100.06;;72.01;;30.26;;17.79;;48.57;;34.25;;34.28;;;16.06;
271;24/01/2025 09:32;10;en;447659479;24/01/2025 09:23;24/01/2025 09:32;Y;3;2;1;4;3;4;2;3;2;1;3;3;2;3;2;4;2;3;2;2;read;3  2  1  4  3  4  2  3  2  1  3  3  2  3  2  4  2  3  2  2;read;read;;;AO05;;;;;;;AO05;;;;;;;;;AO05;;;;;AO04;;AO05;;;AO03;;AO02;;AO04;;AO04;;;;AO04;;;AO05;;;AO05;;AO04;;;;AO02;;;;AO04;;AO04;;;;;;;;;AO03;;;AO02;AO03;AO04;AO04;Y;Y;;Y;566.58;24.64;;;;136.29;;;149.21;;107.42;;8.59;;33.82;;41.91;;25.43;;23.64;;;15.63;
272;24/01/2025 09:29;10;en;1836988151;24/01/2025 09:23;24/01/2025 09:29;Y;3;3;1;3;3;2;2;3;2;4;3;2;1;2;1;4;4;2;1;4;read;3  3  1  3  3  2  2  3  2  4  3  2  1  2  1  4  4  2  1  4;read;read;;;AO05;;;;;;;;;AO03;;AO03;;;;;;;;;AO04;AO03;;AO05;;;;AO01;;;;AO02;AO04;AO04;;AO05;AO03;;;AO05;;;AO05;;;;;;;;;;;;;;;;AO04;;;;;AO02;AO02;;AO01;AO05;AO01;AO04;Y;;;;397.11;20.24;;;;93.35;;;60.64;;39.85;;27;;58.54;;30.64;;19.92;;35.37;;;11.56;
273;24/01/2025 09:36;10;en;1789344901;24/01/2025 09:23;24/01/2025 09:36;Y;1;2;3;3;4;3;4;1;2;2;2;1;4;3;2;3;4;3;2;4;read;1  2  3  3  4  3  4  1  2  2  2  1  4  3  2  3  4  3  2  4;read;read;AO05;;;;;;;AO05;;;;;;;;;;;AO05;;;;;;;AO05;AO05;AO05;;;AO05;;;;;;AO05;AO05;;AO05;;;;;;;AO01;;AO01;;AO02;;;;;AO05;;AO04;;;;;AO04;;;;AO02;;AO01;AO03;AO05;AO02;;;;Y;798.31;18.72;;;;150.07;;;351.61;;90.83;;17.11;;30.02;;48.44;;37.8;;35.18;;;18.53;
